tid,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
592,2379,Blood Orange Honey,Fruit / Vegetable Beer,16.0 oz.,0.057%,10.0,121,Cheboygan Brewing Company,Cheboygan,MI
6,2260,Lake Street Express,American Pale Ale (APA),12.0 oz.,0.045%,N/A,177,18th Street Brewery,Gary,IN
608,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0 oz.,0.07%,60.0,141,Cigar City Brewing Company,Tampa,FL
619,570,Hotter Than Helles Lager,Munich Helles Lager,12.0 oz.,0.05%,N/A,141,Cigar City Brewing Company,Tampa,FL
626,657,Summer of Lager,Munich Helles Lager,12.0 oz.,0.062%,N/A,145,Cisco Brewers,Nantucket,MA
628,359,Sankaty Light Lager,Light Lager,12.0 oz.,0.038%,N/A,145,Cisco Brewers,Nantucket,MA
629,56,Whale's Tale Pale Ale,English Pale Ale,12.0 oz.,0.055999999999999994%,N/A,145,Cisco Brewers,Nantucket,MA
649,716,Trigger Blonde Ale,American Blonde Ale,16.0 oz.,0.048%,N/A,515,Crabtree Brewing Company,Greeley,CO
662,2293,Aviator Raspberry Blonde,American Blonde Ale,12.0 oz.,0.049%,25.0,169,Crooked Fence Brewing Company,Garden City,ID
663,1105,3 Picket Porter,American Porter,12.0 oz.,0.055%,N/A,169,Crooked Fence Brewing Company,Garden City,ID
667,1602,Bear Butte Nut Brown Ale,American Brown Ale,12.0 oz.,0.055%,N/A,212,Crow Peak Brewing Company,Spearfish,SD
672,1057,South Ridge Amber Ale,American Amber / Red Ale,16.0 oz.,0.06%,31.0,472,Crystal Springs Brewing Company,Boulder,CO
685,186,The Corruption,American IPA,12.0 oz.,0.065%,80.0,227,DC Brau Brewing Company,Washington,DC
688,1224,Dank IPA,American IPA,16.0 oz.,0.065%,N/A,451,Dad & Dude's Breweria,Aurora,CO
696,2251,Oak Cliff Coffee Ale,American Brown Ale,12.0 oz.,0.075%,33.0,127,Deep Ellum Brewing Company,Dallas,TX
70,2685,London Balling,English Barleywine,16.0 oz.,0.125%,80.0,1,Against the Grain Brewery,Louisville,KY
702,946,Dallas Blonde,American Blonde Ale,12.0 oz.,0.052000000000000005%,23.0,127,Deep Ellum Brewing Company,Dallas,TX
711,1943,Graham Cracker Porter,American Porter,12.0 oz.,0.05%,N/A,263,Denver Beer Company,Denver,CO
712,1210,Mirror Pond Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,40.0,454,Deschutes Brewery,Bend,OR
717,2015,Strawberry Blonde,Fruit / Vegetable Beer,12.0 oz.,0.05%,N/A,57,Destihl Brewery,Bloomington,IL
720,2051,Bravo Four Point,American Pale Ale (APA),12.0 oz.,0.044000000000000004%,45.0,237,Devil's Backbone Brewing Company,Lexington,VA
722,924,Deadicated Amber,American Amber / Red Ale,16.0 oz.,0.054000000000000006%,27.0,491,Devil's Canyon Brewery,Belmont,CA
726,1773,12 Man Pale Ale,American Pale Ale (APA),12.0 oz.,0.045%,N/A,319,Dick's Brewing Company,Centralia,WA
742,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0 oz.,0.045%,18.0,538,Dundee Brewing Company,Rochester,NY
750,1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16.0 oz.,0.057%,N/A,352,Elevator Brewing Company,Columbus,OH
756,2004,Hop Syndrome,American Pale Lager,12.0 oz.,0.05%,N/A,81,Epic Brewing,Denver,CO
770,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0 oz.,0.055%,N/A,173,Evil Twin Brewing,Brooklyn,NY
777,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0 oz.,0.05%,20.0,405,Fate Brewing Company,Boulder,CO
788,2027,Hyzer Flip,American Double / Imperial IPA,16.0 oz.,0.08199999999999999%,N/A,172,Fiddlehead Brewing Company,Shelburne,VT
790,1858,Hodad Porter,American Porter,16.0 oz.,0.055%,30.0,172,Fiddlehead Brewing Company,Shelburne,VT
792,2590,Czech Yo Self,Czech Pilsener,12.0 oz.,0.055%,45.0,36,Figueroa Mountain Brewing Company,Buellton,CA
794,1981,Hardcore Chimera,American Double / Imperial IPA,16.0 oz.,0.09%,N/A,256,Finch's Beer Company,Chicago,IL
798,941,Secret Stache Stout,American Stout,16.0 oz.,0.053%,N/A,256,Finch's Beer Company,Chicago,IL
824,2172,Quick WIT,Belgian Pale Ale,12.0 oz.,0.052000000000000005%,N/A,206,Fort George Brewery,Astoria,OR
837,2661,Park,American Pale Wheat Ale,12.0 oz.,0.047%,19.0,4,Fort Point Beer Company,San Francisco,CA
860,2427,Suncaster Summer Wheat,American Pale Wheat Ale,12.0 oz.,0.05%,28.0,105,Four String Brewing Company,Columbus,OH
863,1998,Old Detroit,American Amber / Red Ale,12.0 oz.,0.055999999999999994%,N/A,253,Frankenmuth Brewery,Frankenmuth,MI
867,2526,Texicali,American Brown Ale,12.0 oz.,0.065%,33.0,66,Freetail Brewing Company,San Antonio,TX
879,858,Universale Pale Ale,American Pale Ale (APA),12.0 oz.,0.055999999999999994%,30.0,460,Fremont Brewing Company,Seattle,WA
881,1300,Gateway Kolsch Style Ale,Kölsch,12.0 oz.,0.053%,32.0,433,French Broad Brewery,Asheville,NC
883,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.052000000000000005%,42.0,433,French Broad Brewery,Asheville,NC
895,1490,Point the Way IPA,American IPA,16.0 oz.,0.059000000000000004%,60.0,240,Golden Road Brewing,Los Angeles,CA
908,1000,Good People Pale Ale,American Pale Ale (APA),12.0 oz.,0.055999999999999994%,36.0,478,Good People Brewing Company,Birmingham,AL
916,2202,312 Urban Pale Ale,American Pale Ale (APA),12.0 oz.,0.054000000000000006%,30.0,88,Goose Island Brewing Company,Chicago,IL
919,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12.0 oz.,0.042%,20.0,88,Goose Island Brewing Company,Chicago,IL
922,476,Grand Canyon American Pilsner,American Pilsner,12.0 oz.,0.052000000000000005%,N/A,536,Grand Canyon Brewing Company,Williams,AZ
935,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,16.0 oz.,0.057%,25.0,165,Great Crescent Brewery,Aurora,IN
938,626,Aurora Lager (2011),Dortmunder / Export Lager,16.0 oz.,0.057%,27.0,165,Great Crescent Brewery,Aurora,IN
939,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,16.0 oz.,0.06%,25.0,165,Great Crescent Brewery,Aurora,IN
943,441,Great Crescent Coconut Porter (2012),American Porter,16.0 oz.,0.055999999999999994%,33.0,165,Great Crescent Brewery,Aurora,IN
946,436,Great Crescent IPA (2011),American IPA,16.0 oz.,0.062%,60.0,165,Great Crescent Brewery,Aurora,IN
950,2648,Whitewater,American Pale Wheat Ale,12.0 oz.,0.061%,N/A,6,Great Divide Brewing Company,Denver,CO
957,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,24.0 oz.,0.045%,15.0,543,Great Northern Brewing Company,Whitefish,MT
965,1244,Dos Pistolas,Vienna Lager,12.0 oz.,0.048%,20.0,365,Great River Brewery,Davenport,IA
971,672,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,16.0 oz.,0.09%,99.0,365,Great River Brewery,Davenport,IA
974,539,Oktoberfest,Märzen / Oktoberfest,16.0 oz.,0.059000000000000004%,25.0,365,Great River Brewery,Davenport,IA
976,371,Redband Stout,American Stout,16.0 oz.,0.06%,36.0,365,Great River Brewery,Davenport,IA
979,1106,Pablo Beach Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,30.0,466,Green Room Brewing,Jacksonville,FL
985,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12.0 oz.,0.06%,54.0,379,Grey Sail Brewing of Rhode Island,Westerly,RI
989,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12.0 oz.,0.06%,54.0,379,Grey Sail Brewing of Rhode Island,Westerly,RI
990,631,Flagship Ale,Cream Ale,12.0 oz.,0.049%,22.0,379,Grey Sail Brewing of Rhode Island,Westerly,RI
1120,2671,Excess IPL,American India Pale Lager,16.0 oz.,0.07200000000000001,80.0,2,Jack's Abby Craft Lagers,Framingham MA,
1187,1741,A Slice of Hefen,Hefeweizen,16.0 oz.,0.054000000000000006,15.0,332,La Cumbre Brewing Company,Albuquerque NM,
1211,1686,Irregardless IPA,American IPA,12.0 oz.,0.065,75.0,298,Liquid Hero Brewery,York PA,
1367,2279,Mountain Crest,American Pale Lager,16.0 oz.,0.055,N/A,134,Minhas Craft Brewery,Monroe WI,
1376,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),32.0 oz.,0.048,44.0,98,Mission Brewery,San Diego CA,
155,527,Atwater's Lager,Munich Helles Lager,12.0 oz.,0.05,12.0,72,Atwater Brewery,Detroit MI,
1620,1930,Summer Session Ale,American Pale Wheat Ale,12.0 oz.,0.05,61.0,266,Peak Organic Brewing Company,Portland ME,
1641,1404,North 45 Amber Ale,American Amber / Red Ale,16.0 oz.,0.059000000000000004,25.0,11,Petoskey Brewing,Petoskey MI,
1714,710,Rye Porter,American Porter,16.0 oz.,,N/A,386,Revolution Brewing,Paonia CO,
1738,1807,Maine Island Trail Ale,American Pale Ale (APA),16.0 oz.,0.043,N/A,42,Rising Tide Brewing Company,Portland ME,
1759,2074,Pine Knob Pilsner,Czech Pilsener,16.0 oz.,0.053,N/A,229,Rochester Mills Brewing Company,Rochester MI,
1772,2053,Fear of a Brett Planet,American Pale Ale (APA),12.0 oz.,0.051,N/A,164,Round Guys Brewing,Lansdale PA,
1851,426,Torpedo,American IPA,16.0 oz.,0.07200000000000001,65.0,83,Sierra Nevada Brewing Company,Chico CA,
1979,1634,Alley Time,American Pale Ale (APA),12.0 oz.,0.06,N/A,175,Spiteful Brewing Company,Chicago IL,
20,1592,He Said Belgian-Style Tripel,Tripel,12.0 oz.,0.08199999999999999,N/A,368,21st Amendment Brewery,San Francisco CA,
2042,1999,Fistful Of Hops Blue,American IPA,16.0 oz.,0.064,75.0,25,Sun King Brewing Company,Indianapolis IN,
2073,2409,Doomtree,Extra Special / Strong Bitter (ESB),16.0 oz.,0.057,N/A,61,Surly Brewing Company,Brooklyn Center MN,
2143,1810,Focal Banger,American IPA,16.0 oz.,0.07,N/A,272,The Alchemist,Waterbury VT,
2195,948,Circuit Bohemian Pilsner,Czech Pilsener,16.0 oz.,0.045,35.0,17,Tin Man Brewing Company,Evansville IN,
2286,1315,Upslope Imperial India Pale Ale,American Double / Imperial IPA,19.2 oz.,0.099,90.0,51,Upslope Brewing Company,Boulder CO,
2376,813,Ambitious Lager,Munich Helles Lager,16.0 oz.,0.05,N/A,499,Wildwood Brewing Company,Stevensville MT,
352,798,Brush Creek Blonde,American Blonde Ale,16.0 oz.,0.048,N/A,107,Bonfire Brewing Company,Eagle CO,
410,2241,Viking Ice Hole,Oatmeal Stout,16.0 oz.,0.063,N/A,10,Brewery Vivant,Grand Rapids MI,
461,66,Brooklyn Lager (16 oz.),American Amber / Red Lager,16.0 oz.,0.052000000000000005,N/A,437,Brooklyn Brewery,Brooklyn NY,
472,2125,1836,American Blonde Ale,12.0 oz.,0.06,40.0,214,Buffalo Bayou Brewing Company,Houston TX,
500,2213,Native Amber,American Amber / Red Ale,16.0 oz.,0.063,35.0,182,COOP Ale Works,Oklahoma City OK,
518,2257,Remain in Light,American Pilsner,12.0 oz.,0.05,N/A,178,Cambridge Brewing Company,Cambridge MA,
578,1648,Lucky Day IPA,American IPA,16.0 oz.,0.07200000000000001,85.0,350,Central Coast Brewing Company,San Luis Obispo CA,
642,968,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0 oz.,0.055999999999999994,21.0,482,Confluence Brewing Company,Des Moines IA,
646,1336,Core ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.061,N/A,139,Core Brewing & Distilling Company,Springdale AR,
793,1968,FMB 101,Kölsch,12.0 oz.,0.048,20.0,36,Figueroa Mountain Brewing Company,Buellton CA,
805,2463,Union Jack,American IPA,12.0 oz.,0.075,75.0,48,Firestone Walker Brewing Company,Paso Robles CA,
886,2077,No Wake IPA,American IPA,12.0 oz.,0.07200000000000001,50.0,228,Geneva Lake Brewing Company,Lake Geneva WI,
1,2265,Devil's Cup,American Pale Ale (APA),12.0 oz.,0.066,N/A,177,18th Street Brewery,Gary,IN
10,2099,Sophomoric Saison,Saison / Farmhouse Ale,12.0 oz.,0.07200000000000001,N/A,177,18th Street Brewery,Gary,IN
1000,2339,Little Red Cap,Altbier,12.0 oz.,0.063,43.0,144,Grimm Brothers Brewhouse,Loveland,CO
1003,1753,Heyoka IPA,American IPA,16.0 oz.,0.07,N/A,327,Half Acre Beer Company,Chicago,IL
1004,1448,Guest Lager,American Double / Imperial Pilsner,16.0 oz.,0.08,N/A,327,Half Acre Beer Company,Chicago,IL
1008,352,Over Ale,American Brown Ale,16.0 oz.,0.06,N/A,327,Half Acre Beer Company,Chicago,IL
101,2291,Blood Orange Gose,Gose,12.0 oz.,0.042,N/A,171,Anderson Valley Brewing Company,Boonville,CA
1015,1677,The Great Return,American IPA,16.0 oz.,0.075,70.0,343,Hardywood Park Craft Brewery,Richmond,VA
1020,1558,Honey Cider,Cider,12.0 oz.,0.048,N/A,234,Harpoon Brewery,Boston,MA
1024,1313,Harpoon Octoberfest,Märzen / Oktoberfest,12.0 oz.,0.055,30.0,234,Harpoon Brewery,Boston,MA
1027,610,UFO White,American Pale Wheat Ale,12.0 oz.,0.048,10.0,234,Harpoon Brewery,Boston,MA
1030,506,Great Falls Select Pale Ale,American Blonde Ale,12.0 oz.,,N/A,535,Harvest Moon Brewing Company,Belt,MT
1037,1895,Groupe G,Belgian IPA,16.0 oz.,0.076,65.0,280,Headlands Brewing Company,Mill Valley,CA
1053,724,Hilliard's Blonde,American Blonde Ale,16.0 oz.,0.049,20.0,362,Hilliard's Beer,Seattle,WA
1054,497,Hilliard's Amber Ale,American Amber / Red Ale,16.0 oz.,0.055,60.0,362,Hilliard's Beer,Seattle,WA
1056,1652,White Cap White IPA,American White IPA,16.0 oz.,0.042,N/A,349,Hinterland Brewery,Green Bay,WI
1057,1835,Provision,Saison / Farmhouse Ale,12.0 oz.,0.042,25.0,297,Hop Farm Brewing Company,Pittsburgh,PA
1062,1543,Proxima IPA,American IPA,12.0 oz.,0.063,70.0,198,Hop Valley Brewing Company,Springfield,OR
1063,1390,Double D Blonde (2013),American Blonde Ale,12.0 oz.,0.049,20.0,198,Hop Valley Brewing Company,Springfield,OR
1065,1353,Alphadelic IPA,American IPA,12.0 oz.,0.065,90.0,198,Hop Valley Brewing Company,Springfield,OR
1066,499,Alphadelic IPA (2011),American IPA,12.0 oz.,0.065,90.0,198,Hop Valley Brewing Company,Springfield,OR
1067,498,Double D Blonde (2011),American Blonde Ale,12.0 oz.,0.049,20.0,198,Hop Valley Brewing Company,Springfield,OR
1069,1004,The One They Call Zoe,American Pale Lager,12.0 oz.,0.051,N/A,395,Hops & Grain Brewery,Austin,TX
1070,502,Alteration,Altbier,12.0 oz.,0.051,40.0,395,Hops & Grain Brewery,Austin,TX
1072,2357,Porter Culture,American Porter,12.0 oz.,0.065,N/A,136,Hops & Grains Brewing Company,Austin,TX
1076,2399,Nonstop Hef Hop,American Pale Wheat Ale,16.0 oz.,0.039,20.0,80,Hopworks Urban Brewery,Portland,OR
1095,653,Hopworks IPA (2012),American IPA,16.0 oz.,0.066,75.0,80,Hopworks Urban Brewery,Portland,OR
1097,2384,Laka Laka Pineapple,Hefeweizen,12.0 oz.,0.051,17.0,120,Horny Goat Brew Pub,Milwaukee,WI
1098,2383,Oktoberfest,Märzen / Oktoberfest,16.0 oz.,0.06,N/A,120,Horny Goat Brew Pub,Milwaukee,WI
11,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0 oz.,0.073,N/A,177,18th Street Brewery,Gary,IN
1100,1250,Action Man Lager,Vienna Lager,12.0 oz.,0.055,N/A,445,Howard Brewing Company,Lenoir,NC
1104,1115,Shenanigans Summer Ale,American Pale Wheat Ale,12.0 oz.,0.046,27.0,277,Indeed Brewing Company,Minneapolis,MN
1108,2301,Power & Light,American Pale Ale (APA),12.0 oz.,0.055,42.0,140,Independence Brewing Company,Austin,TX
1111,2038,Infamous IPA,American IPA,12.0 oz.,0.07,75.0,242,Infamous Brewing Company,Austin,TX
1117,1784,Appreciation Ale,American IPA,16.0 oz.,,N/A,316,Iron Hill Brewery & Restaurant,Wilmington,DE
1124,823,Jack's Hard Cider,Cider,12.0 oz.,0.051,N/A,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
1133,2480,Healani,Hefeweizen,12.0 oz.,0.045,N/A,32,James Page Brewing Company,Stevens Point,WI
1136,1523,Casper White Stout,American Blonde Ale,12.0 oz.,0.06,N/A,32,James Page Brewing Company,Stevens Point,WI
1143,2162,Lewbricator Wheat Dopplebock,Doppelbock,12.0 oz.,0.075,24.0,208,Kalona Brewing Company,Kalona,IA
1146,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),12.0 oz.,0.055,40.0,125,Karbach Brewing Company,Houston,TX
1152,464,Weisse Versa,Hefeweizen,12.0 oz.,0.052000000000000005,15.0,125,Karbach Brewing Company,Houston,TX
1154,1678,KelSo Nut Brown Lager,Euro Dark Lager,12.0 oz.,0.057,19.0,342,KelSo Beer Company,Brooklyn,NY
1163,758,Double Haul IPA (2006),American IPA,16.0 oz.,0.065,65.0,510,Kettle House Brewing Company,Missoula,MT
1164,87,Eddy Out Pale Ale,American Pale Ale (APA),16.0 oz.,0.055,50.0,510,Kettle House Brewing Company,Missoula,MT
1166,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16.0 oz.,0.065,11.0,510,Kettle House Brewing Company,Missoula,MT
1169,364,Olde Ore Dock Scottish Ale,Scottish Ale,12.0 oz.,,N/A,84,Keweenaw Brewing Company,Houghton,MI
117,77,Summer Solstice (2011),Cream Ale,12.0 oz.,0.055999999999999994,4.0,171,Anderson Valley Brewing Company,Boonville,CA
1174,2436,Amber Ale,American Amber / Red Ale,12.0 oz.,0.051,N/A,102,King Street Brewing Company,Anchorage,AK
1175,1706,King Street Pilsner,Czech Pilsener,12.0 oz.,0.055,N/A,102,King Street Brewing Company,Anchorage,AK
1178,1665,King Street Blonde Ale,American Blonde Ale,12.0 oz.,0.049,N/A,102,King Street Brewing Company,Anchorage,AK
118,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),12.0 oz.,0.055,28.0,171,Anderson Valley Brewing Company,Boonville,CA
1180,2459,Blackberry Wheat,American Pale Wheat Ale,16.0 oz.,0.048,11.0,87,Kirkwood Station Brewing Company,Kirkwood,MO
1183,1070,Longboard Island Lager,American Amber / Red Lager,12.0 oz.,0.046,18.0,439,Kona Brewing Company,Kona,HI
1186,1637,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,16.0 oz.,0.08,N/A,354,Kulshan Brewery,Bellingham,WA
1190,195,Lancaster German Style Kölsch,Kölsch,12.0 oz.,0.048,28.0,545,Lancaster Brewing Company,Lancaster,PA
1199,1249,Duluchan India Pale Ale,American IPA,12.0 oz.,0.055999999999999994,70.0,345,Lavery Brewing Company,Erie,PA
1201,475,Yellowstone Golden Ale,Kölsch,12.0 oz.,0.051,N/A,537,Lewis and Clark Brewing Company,Helena,MT
1202,474,Tumbleweed IPA,American IPA,12.0 oz.,0.057,N/A,537,Lewis and Clark Brewing Company,Helena,MT
1204,472,Miner's Gold Hefeweizen,Hefeweizen,12.0 oz.,0.05,N/A,537,Lewis and Clark Brewing Company,Helena,MT
1207,1168,Farm Girl Saison,Saison / Farmhouse Ale,16.0 oz.,0.06,30.0,244,Lift Bridge Brewing Company,Stillwater,MN
1210,1687,Schweet Ale,Fruit / Vegetable Beer,12.0 oz.,0.052000000000000005,20.0,298,Liquid Hero Brewery,York,PA
1212,2434,Peach Pale Ale,American Pale Ale (APA),12.0 oz.,0.057,40.0,104,Lone Tree Brewing Company,Lone Tree,CO
1215,2329,Peacemaker Pale Ale,American Pale Ale (APA),12.0 oz.,0.057,47.0,149,Lonerider Brewing Company,Raleigh,NC
1219,1924,Long Trail Ale,American Amber / Red Ale,12.0 oz.,0.046,30.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
122,1294,Angry Orchard Apple Ginger,Cider,16.0 oz.,0.05,N/A,434,Angry Orchard Cider Company,Cincinnati,OH
1228,1308,Rhino Chasers Pilsner,Czech Pilsener,12.0 oz.,0.055999999999999994,55.0,430,Lost Rhino Brewing Company,Ashburn,VA
1229,1571,Slow Hand Stout,American Stout,16.0 oz.,0.052000000000000005,29.0,377,Lucette Brewing Company,Menominee,WI
1231,1122,Ride Again Pale Ale,American Pale Ale (APA),16.0 oz.,0.052000000000000005,N/A,456,Lucette Brewing Company,Menominie,WI
1234,2032,Ballistic Blonde,Belgian Pale Ale,12.0 oz.,0.051,31.0,245,Lucky Town Brewing Company,Jackson,MS
1236,1153,Lumberyard Pilsner,American Pilsner,12.0 oz.,0.053,20.0,158,Lumberyard Brewing Company,Flagstaff,AZ
1243,2454,Galaxy High,American Double / Imperial IPA,12.0 oz.,0.099,N/A,91,Madtree Brewing Company,Cincinnati,OH
1247,1816,LIFT,Kölsch,12.0 oz.,0.047,11.0,91,Madtree Brewing Company,Cincinnati,OH
125,2207,Golden One,Belgian Pale Ale,12.0 oz.,0.068,N/A,193,Anthem Brewing Company,Oklahoma City,OK
1251,1124,Happy Amber,American Amber / Red Ale,12.0 oz.,0.06,30.0,91,Madtree Brewing Company,Cincinnati,OH
1253,1113,Elder Betty,Hefeweizen,12.0 oz.,0.055,13.0,303,Magic Hat Brewing Company,South Burlington,VT
1255,511,High Country Pilsner (Current),German Pilsener,12.0 oz.,0.042,N/A,534,Mammoth Brewing Company,Mammoth Lakes,CA
1260,1626,Manayunk Oktoberfest,Märzen / Oktoberfest,12.0 oz.,0.067,N/A,356,Manayunk Brewing Company,Philadelphia,PA
1261,1625,Belgian Style Session Ale,Belgian Pale Ale,12.0 oz.,0.045,21.0,356,Manayunk Brewing Company,Philadelphia,PA
1274,845,Marble India Pale Ale,American IPA,12.0 oz.,0.062,N/A,443,Marble Brewery,Albuquerque,NM
1278,1516,Ace Hole American Pale Ale,American Pale Ale (APA),16.0 oz.,0.063,N/A,317,Marshall Wharf Brewing Company,Belfast,ME
128,2511,Long Leaf,American IPA,16.0 oz.,0.071,75.0,69,Appalachian Mountain Brewery,Boone,NC
1282,2197,Rubberneck Red,American Amber / Red Ale,16.0 oz.,0.05,35.0,161,Martin House Brewing Company,Fort Worth,TX
1285,1233,Day Break 4-Grain Breakfast Beer,Rye Beer,16.0 oz.,0.05,N/A,161,Martin House Brewing Company,Fort Worth,TX
1299,150,Saranac Pale Ale (12 oz.),English Pale Ale,12.0 oz.,0.055,N/A,299,Matt Brewing Company,Utica,NY
13,1980,Troll Destroyer,Belgian IPA,12.0 oz.,0.085,N/A,177,18th Street Brewery,Gary,IN
1304,713,Aloha B’ak’tun,Belgian Strong Dark Ale,12.0 oz.,0.07,N/A,375,Maui Brewing Company,Lahaina,HI
1311,32,CoCoNut Porter,American Porter,12.0 oz.,0.057,30.0,375,Maui Brewing Company,Lahaina,HI
1314,1236,Pace Setter Belgian Style Wit,Witbier,12.0 oz.,0.037000000000000005,21.0,448,Mavericks Beer Company,Half Moon Bay,CA
1315,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.037000000000000005,53.0,448,Mavericks Beer Company,Half Moon Bay,CA
1317,1985,Weim-R-Iner,Cider,16.0 oz.,0.069,N/A,254,Meckley's Cidery,Somerset Center,MI
132,390,Whitsun,American Pale Wheat Ale,12.0 oz.,0.062,17.0,541,Arcadia Brewing Company,Battle Creek,MI
1322,2178,Hawaiian Crow Porter,American Porter,12.0 oz.,0.052000000000000005,27.0,203,Mehana Brewing Co.,Hilo,HI
1327,1506,Miami Vice IPA,American IPA,12.0 oz.,0.071,62.0,393,Miami Brewing Company,Miami,FL
1329,174,Mickey Finn's Amber Ale,American Amber / Red Ale,12.0 oz.,0.055999999999999994,N/A,552,Mickey Finn's Brewery,Libertyville,IL
1330,2093,Pleasure Town,American IPA,12.0 oz.,0.063,61.0,223,Midnight Sun Brewing Company,Anchorage,AK
1331,1814,Pleasure Town IPA,American IPA,12.0 oz.,0.063,61.0,223,Midnight Sun Brewing Company,Anchorage,AK
1332,587,Snowshoe White Ale,Witbier,12.0 oz.,0.048,12.0,223,Midnight Sun Brewing Company,Anchorage,AK
1336,2667,Solis,American IPA,16.0 oz.,0.075,85.0,3,Mike Hess Brewing Company,San Diego,CA
1338,2664,Habitus,American Double / Imperial IPA,16.0 oz.,0.08,100.0,3,Mike Hess Brewing Company,San Diego,CA
1345,2531,En Parfaite Harmonie,Saison / Farmhouse Ale,24.0 oz.,0.065,N/A,65,Mikerphone Brewing,Chicago,IL
1351,1273,SNO White Ale,Witbier,16.0 oz.,0.048,N/A,440,MillKing It Productions,Royal Oak,MI
1352,365,BRIK Irish Red Ale,Irish Red Ale,16.0 oz.,0.048,N/A,440,MillKing It Productions,Royal Oak,MI
1355,1272,Louie's Demise Amber Ale,American Amber / Red Ale,16.0 oz.,0.051,24.0,284,Milwaukee Brewing Company,Milwaukee,WI
1361,2361,Axe Head Malt Liquor,American Malt Liquor,24.0 oz.,0.099,N/A,134,Minhas Craft Brewery,Monroe,WI
1363,2358,Minhas Light (2012),Light Lager,12.0 oz.,0.04,N/A,134,Minhas Craft Brewery,Monroe,WI
